2023/8/23 0:00,支付宝,理财收益-山西证券超短债券E,,0.64
2023/8/23 0:00,支付宝,中国联通业务,注销联通卡-光猫费用,-400
2023/8/23 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/22 0:00,支付宝,理财收益-山西证券超短债券E,,6.3
2023/8/22 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/21 0:00,支付宝,理财收益-山西证券超短债券E,,17.51
2023/8/21 0:00,支付宝,App Stroe Keep 月租,,-9
2023/8/21 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/20 0:00,支付宝,理财收益-山西证券超短债券E,,0.7
2023/8/20 0:00,支付宝,住呗公寓,2个月零1天,-6506
2023/8/19 0:00,支付宝,理财收益-山西证券超短债券E,,0.97
2023/8/19 0:00,支付宝,小吊梨汤（凯德望京店）,,-319.99
2023/8/19 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/19 0:00,支付宝,理财收益-山西证券超短债券E,,1.14
2023/8/18 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/18 0:00,支付宝,iCloud 云上贵州 50G,自动扣款（月付）,-6
2023/8/17 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/17 0:00,支付宝,理财收益-山西证券超短债券E,,12.22
2023/8/16 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/16 0:00,支付宝,理财收益-山西证券超短债券E,,12.22
2023/8/15 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/15 0:00,支付宝,理财收益-山西证券超短债券E,,12.26
2023/8/14 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/14 0:00,支付宝,理财收益-山西证券超短债券E,,17.23
2023/8/13 0:00,支付宝,理财收益-山西证券超短债券E,,0.34
2023/8/12 0:00,支付宝,理财收益-山西证券超短债券E,,0.34
2023/8/11 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/11 0:00,支付宝,理财收益-山西证券超短债券E,,5.94
2023/8/10 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/10 0:00,支付宝,理财收益-山西证券超短债券E,,11.61
2023/8/9 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/9 0:00,支付宝,理财收益-山西证券超短债券E,,0.35
2023/8/8 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/8 0:00,支付宝,来自黄佳妮,剩500+房租1500,2000
2023/8/8 0:00,支付宝,理财收益-山西证券超短债券E,,4.28
2023/8/7 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/7 0:00,支付宝,理财收益-山西证券超短债券E,,7.61
2023/8/6 0:00,支付宝,理财收益-山西证券超短债券E,,2.07
2023/8/5 0:00,支付宝,理财收益-山西证券超短债券E,,2.07
2023/8/4 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/4 0:00,支付宝,中国联通-副卡(9362),,-199.98
2023/8/4 0:00,支付宝,理财收益-山西证券超短债券E,,3.99
2023/8/3 0:00,支付宝,高德地图-打车,,-15
2023/8/3 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/3 0:00,支付宝,理财收益-山西证券超短债券E,,5.84
2023/8/2 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/2 0:00,支付宝,理财收益-山西证券超短债券E,,3.94
2023/8/1 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/1 0:00,支付宝,理财收益-山西证券超短债券E,,4.33
2023/11/1 10:53,美团,春莱•老挝咖啡•泰式奶茶,,-19.7
2023/11/1 10:51,美团,赣南人家(三元桥店),,-34.79
2023/10/29 18:45,美团,春莱•老挝咖啡•泰式奶茶,,-40.84
2023/10/27 23:30,美团,海底捞火锅(望京新世界店),海底捞火锅捣蛋组合1份,-33.3
2023/10/27 23:30,美团,海底捞火锅(望京新世界店),海底捞火锅招牌大颗粒虾滑1半份,-10
2023/10/25 19:02,美团,广晏家生料王,,-27.3
2023/10/22 17:47,美团,香煎抹茶T5 隆记米酿奶,,-31
2023/10/20 20:15,美团,佳美乐超市,,-10.3
2023/10/13 20:04,美团,四季奶青,,-29.9
2023/10/13 20:03,美团,水平有限螺蛳粉,,-22
2023/10/13 20:01,美团,聚德尚北京烤鸭,,-29.3
2023/10/11 12:31,美团,1点点,,-15.5
2023/10/5 19:31,美团,小吊梨汤(凯德望京店),,-99
2023/10/5 19:30,美团,CHAGEE霸王茶姬,,-37.5
2023/10/4 13:59,美团,赣南人家,,-22.9
2023/10/3 20:23,美团,1点点,,-15.9
2023/10/3 20:20,美团,赣南人家,,-29.3
2023/10/1 11:38,美团,瑞幸咖啡 生椰拿铁,,-32.3
2023/10/1 11:35,美团,赣南人家,,-30.3
2023/9/30 17:46,美团,赣南人家,,-26.9
2023/9/30 17:37,美团,春莱·老挝冰咖啡·泰式奶茶,,-19
2023/9/24 15:13,美团,LELECHA乐乐茶,,-28.9
2023/9/15 12:16,美团,瑞幸咖啡,,-18.9
2023/9/15 12:13,美团,瑞幸咖啡,,-18.9
2023/9/13 19:12,美团,水平有限螺狮粉,,-21
2023/9/9 0:00,美团,陈记面馆虾爆鳝,,-74.3
2023/9/8 0:00,美团,太太好粥,,-29.1
2023/9/8 0:00,美团,怡宝矿泉水,,-8.8
2023/9/8 0:00,美团,太太好粥,,-27.6
2023/9/7 0:00,美团,惠闪闪是个超市,,-17.72
2023/9/7 0:00,美团,三粥米铺,,-18.08
2023/9/4 0:00,美团,春莱-老挝冰咖啡,自己喝,-19.9
2023/8/26 0:00,美团,春莱-老挝冰咖啡,,-40.84
2023/8/26 0:00,美团,肆喜桂林米粉·螺狮粉,,-32.3
2023/8/26 0:00,美团,栗川-南昌拌粉拌面,,-19.7
2023/8/19 0:00,美团,栗川-南昌拌粉拌面,,-22.2
2023/8/19 0:00,美团,水平有限螺狮粉,,-23
2023/8/19 0:00,美团,保仕婷,,-29
2023/8/16 0:00,美团,水平有限螺狮粉,,-21.5
2023/8/15 0:00,美团,水平有限螺狮粉,,-21.5
2023/8/12 0:00,美团,美团买菜-花家地战,,-70.62
2023/8/10 0:00,美团,肆喜桂林米粉·螺狮粉,,-25.8
2023/8/6 0:00,美团,春莱-老挝冰咖啡,,-42.9
2023/8/6 0:00,美团,栗川-南昌拌粉拌面,,-18.8
2023/8/6 0:00,美团,苗阿妹贵州羊肉粉,,-31.51
2023/8/5 0:00,美团,肠相思-广式石磨肠粉王,,-20.97
2023/8/1 0:00,美团,单车,,-3
2023/8/11 0:00,,工资,,14828.79
2023/9/11 0:00,,工资,,14504.9
2023/10/11 0:00,,工资,,14119.49
